zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,flood_risk,crime_score,event_frequency,poi_density,adjacency_count,lighting_score,cctv_density_estimate,police_station_distance,activity_score,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,congestion_score,travel_time_estimate,weather_exposure_score,time_risk,score_crime,score_lighting,score_activity,score_event,score_road,score_infra,score_cctv,score_police,score_poi,micro_risk,meso_risk,macro_risk,behavioural_adj,poi_interaction,time_multiplier,time_context,final_risk_score,contextual_risk,confidence_score,uncertainty_level,risk_band
SOUTH BANGALORE,Bi-directional,12.940071,77.57218,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.53,0.46,0.546,0.235,0.14,0.264,0.335,0.18,0.324,8,0.3837,0.355,0.8132,0.1911,0.7008,0.6207,0.7965,0.6015,0.6177,16.36,0.4329,0.495,0.4067,0.9244,0.1911,0.111,0.3279,0.2992,0.355,0.8132,0.1437,0.5886,0.5669,0.6124,0.0,-0.0023,1.0951,late_night,31.33,64.0,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.938258,77.568344,Basavanagudi,Basavanagudi,2nd Main Road,residential,residential,none,7.5m,30.0,0.43,0.43,0.581,0.215,0.479,0.12,0.435,0.126,0.395,4,0.33,0.3105,0.7452,0.1842,0.6729,0.4002,0.9426,0.5843,0.5138,11.29,0.3666,0.498,0.4813,1.0,0.1842,0.0741,0.3306,0.3271,0.3105,0.7452,0.1249,0.6293,0.5884,0.6124,0.18,-0.0113,1.0951,late_night,58.99,85.99,0.6241,0.4788,Moderate
SOUTH BANGALORE,Bi-directional,12.942406,77.57187,Basavanagudi,Basavanagudi,Puttana Road,residential,residential,none,7.5m,30.0,0.16,0.52,0.551,0.242,0.12,0.068,0.413,0.085,0.291,8,0.3625,0.3876,0.6406,0.2118,0.6896,0.6165,0.7741,0.5786,0.5536,10.78,0.3857,0.457,0.5259,0.9563,0.2118,0.0827,0.3271,0.3104,0.3876,0.6406,0.1458,0.5898,0.5569,0.6124,0.0,0.0012,1.0951,late_night,34.92,64.19,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.937135,77.57827,Basavanagudi,Basavanagudi,1st Cross Road,residential,residential,none,7.5m,30.0,0.2,0.22,0.516,0.233,0.144,0.157,0.301,0.096,0.391,2,0.3105,0.2988,0.7416,0.1734,0.6998,0.3035,1.0,0.6137,0.4685,11.0,0.4012,0.538,0.377,1.0,0.1734,0.0795,0.3176,0.3002,0.2988,0.7416,0.1469,0.6157,0.5979,0.6124,0.18,-0.0065,1.0951,late_night,77.99,85.88,0.7174,0.3333,High
SOUTH BANGALORE,Bi-directional,12.93672,77.57879,Basavanagudi,Basavanagudi,South End Road,secondary,secondary,none,7.5m,40.0,0.59,0.36,0.666,0.244,0.299,0.067,0.214,0.155,0.388,3,0.43,0.3533,0.7365,0.2121,0.7628,0.397,0.8795,0.5328,0.5804,11.69,0.4126,0.417,0.1299,0.855,0.2121,0.1033,0.3039,0.2372,0.3533,0.7365,0.14,0.5193,0.5979,0.6124,0.0,-0.0085,1.0951,late_night,24.54,59.62,0.73,0.3333,Low
SOUTH BANGALORE,Bi-directional,12.942223,77.60001,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.49,0.38,0.526,0.224,0.494,0.121,0.302,0.125,0.304,6,0.3253,0.249,0.8461,0.1586,0.6851,0.4917,0.8979,0.617,0.546,11.13,0.3605,0.47,0.3141,1.0,0.1586,0.05,0.3136,0.3149,0.249,0.8461,0.0657,0.6081,0.6244,0.6124,0.18,-0.0345,1.0951,late_night,58.58,83.04,0.6117,0.5031,Moderate
SOUTH BANGALORE,Bi-directional,12.944375,77.60277,Wilson Garden,Wilson Garden,Bannerghatta Road,secondary,secondary,none,7.5m,40.0,0.54,0.49,0.562,0.306,0.361,0.284,0.383,0.101,0.577,3,0.4075,0.3107,0.72,0.1774,0.7831,0.484,0.8982,0.5925,0.596,13.37,0.4917,0.426,0.4455,0.8887,0.1774,0.0404,0.3146,0.2169,0.3107,0.72,0.1044,0.5824,0.6146,0.6124,0.18,-0.0362,1.0951,late_night,54.74,80.9,0.6464,0.4557,Moderate
SOUTH BANGALORE,Bi-directional,12.946263,77.591545,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.21,0.23,0.592,0.269,0.025,0.181,0.477,0.18,0.271,8,0.3198,0.2477,0.7428,0.1836,0.6292,0.5664,0.79,0.6252,0.4868,10.69,0.3917,0.52,0.5693,1.0,0.1836,0.0761,0.3239,0.3708,0.2477,0.7428,0.1058,0.6387,0.6159,0.6124,0.18,-0.009,1.0951,late_night,80.23,87.61,0.5879,0.5286,Critical
SOUTH BANGALORE,Bi-directional,12.94508,77.59497,Wilson Garden,Wilson Garden,1st Main Road,tertiary,tertiary,none,7.5m,30.0,0.22,0.5,0.689,0.276,0.174,0.274,0.263,0.123,0.388,6,0.3502,0.3277,0.7353,0.2083,0.6873,0.5277,0.8043,0.603,0.5799,12.62,0.5005,0.43,0.2779,0.9747,0.2083,0.0492,0.3211,0.3127,0.3277,0.7353,0.1067,0.5673,0.6049,0.6124,0.0,-0.0168,1.0951,late_night,30.15,62.06,0.5635,0.5843,Low
SOUTH BANGALORE,Bi-directional,12.946486,77.59141,Wilson Garden,Wilson Garden,Venkata Reddy Road,residential,residential,none,7.5m,30.0,0.45,0.69,0.565,0.294,0.244,0.264,0.425,0.075,0.391,6,0.3347,0.2908,0.6831,0.1791,0.6561,0.5727,0.8007,0.5994,0.6325,17.33,0.4381,0.423,0.3892,0.998,0.1791,0.0343,0.3241,0.3439,0.2908,0.6831,0.1245,0.5904,0.6159,0.6124,0.18,-0.0087,1.0951,late_night,60.85,84.47,0.5922,0.5286,High
SOUTH BANGALORE,Bi-directional,12.956029,77.591156,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.32,0.59,0.546,0.236,0.108,0.281,0.49,0.183,0.312,6,0.3263,0.2627,0.7091,0.1737,0.6879,0.5297,0.9153,0.7661,0.5817,13.47,0.4348,0.452,0.8165,1.0,0.1737,0.081,0.3194,0.3121,0.2627,0.7091,0.1273,0.688,0.6105,0.6124,0.18,-0.0032,1.0951,late_night,99.07,91.34,0.4663,0.6857,Critical
SOUTH BANGALORE,Bi-directional,12.942716,77.602745,Wilson Garden,Wilson Garden,Bannerghatta Road,secondary,secondary,none,7.5m,40.0,0.49,0.59,0.626,0.278,0.249,0.154,0.318,0.105,0.447,4,0.3725,0.2977,0.6111,0.1899,0.7782,0.4953,1.0,0.6283,0.6251,12.72,0.4327,0.355,0.3815,0.9413,0.1899,0.0454,0.3166,0.2218,0.2977,0.6111,0.0881,0.5815,0.6244,0.6124,0.18,-0.0338,1.0951,late_night,74.67,81.38,0.614,0.5031,High
SOUTH BANGALORE,Bi-directional,12.950518,77.60329,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.38,0.65,0.518,0.252,0.395,0.234,0.404,0.195,0.377,6,0.3351,0.2769,0.8984,0.1637,0.6921,0.5643,0.8734,0.6785,0.5789,11.09,0.4,0.521,0.5766,0.9973,0.1637,0.078,0.3301,0.3079,0.2769,0.8984,0.1101,0.6594,0.6188,0.6124,0.18,-0.0141,1.0951,late_night,89.47,88.5,0.5473,0.5843,Critical
SOUTH BANGALORE,Bi-directional,12.951635,77.60289,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.16,0.63,0.506,0.277,0.21,0.23,0.433,0.089,0.342,6,0.271,0.2819,0.8099,0.1639,0.6683,0.57,0.8786,0.6405,0.5205,11.92,0.4152,0.553,0.4788,1.0,0.1639,0.0356,0.3264,0.3317,0.2819,0.8099,0.1095,0.63,0.6188,0.6124,0.18,-0.0118,1.0951,late_night,67.31,86.82,0.5496,0.5843,High
SOUTH BANGALORE,Bi-directional,12.944659,77.59103,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.38,0.26,0.548,0.23,0.352,0.163,0.437,0.101,0.328,6,0.3336,0.2514,0.738,0.1664,0.7072,0.4807,0.9072,0.6329,0.4777,12.45,0.398,0.457,0.6966,0.9995,0.1664,0.0474,0.3304,0.2928,0.2514,0.738,0.1154,0.6671,0.6159,0.6124,0.18,-0.0086,1.0951,late_night,78.33,89.52,0.5459,0.5843,High
SOUTH BANGALORE,Bi-directional,12.944627,77.59497,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.52,0.69,0.567,0.278,0.129,0.265,0.347,0.115,0.272,6,0.3262,0.2522,0.8393,0.1765,0.6495,0.5752,0.8117,0.6625,0.6545,15.06,0.4348,0.513,0.4775,1.0,0.1765,0.046,0.3226,0.3505,0.2522,0.8393,0.089,0.6317,0.6049,0.6124,0.18,-0.017,1.0951,late_night,76.4,85.98,0.5507,0.5843,High
SOUTH BANGALORE,Bi-directional,12.950973,77.60263,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.4,0.22,0.536,0.256,0.254,0.229,0.493,0.173,0.394,6,0.2929,0.2615,0.7456,0.1699,0.6872,0.456,0.9641,0.6783,0.459,10.39,0.419,0.542,0.5977,1.0,0.1699,0.0692,0.3224,0.3128,0.2615,0.7456,0.114,0.6566,0.6188,0.6124,0.18,-0.0134,1.0951,late_night,77.41,88.38,0.5474,0.5843,High
SOUTH BANGALORE,Bi-directional,12.946317,77.59209,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.26,0.43,0.587,0.238,0.339,0.218,0.419,0.187,0.364,8,0.3156,0.2655,0.6874,0.1792,0.6523,0.5596,0.7835,0.5995,0.5219,13.16,0.4113,0.455,0.4506,1.0,0.1792,0.0785,0.3221,0.3477,0.2655,0.6874,0.1178,0.6063,0.6049,0.6124,0.18,-0.0098,1.0951,late_night,69.68,85.09,0.5914,0.5286,High
SOUTH BANGALORE,Bi-directional,12.949741,77.6027,Wilson Garden,Wilson Garden,1st Cross Shamannna Garden,residential,residential,none,7.5m,30.0,0.4,0.53,0.522,0.232,0.355,0.255,0.382,0.151,0.289,6,0.2873,0.2522,0.6338,0.1632,0.6952,0.5305,0.8215,0.6272,0.5595,13.94,0.4215,0.448,0.5368,1.0,0.1632,0.0604,0.3104,0.3048,0.2522,0.6338,0.0919,0.6155,0.6188,0.6124,0.18,-0.0167,1.0951,late_night,60.48,85.33,0.5516,0.5843,High
SOUTH BANGALORE,Bi-directional,12.949365,77.60104,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.18,0.22,0.52,0.256,0.24,0.248,0.334,0.074,0.301,2,0.3213,0.2429,0.675,0.1671,0.689,0.2848,0.964,0.6623,0.4106,10.82,0.426,0.407,0.4257,1.0,0.1671,0.0296,0.3239,0.311,0.2429,0.675,0.0901,0.6159,0.6188,0.6124,0.18,-0.0187,1.0951,late_night,67.65,85.14,0.5519,0.5843,High
SOUTH BANGALORE,Bi-directional,12.951472,77.60059,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.17,0.34,0.527,0.258,0.026,0.056,0.309,0.121,0.245,6,0.3256,0.2733,0.6952,0.1729,0.6781,0.4933,0.8944,0.63,0.4889,10.41,0.396,0.414,0.397,1.0,0.1729,0.0484,0.3246,0.3219,0.2733,0.6952,0.0932,0.604,0.6188,0.6124,0.18,-0.0127,1.0951,late_night,71.66,85.01,0.5521,0.5843,High
SOUTH BANGALORE,Bi-directional,12.949471,77.60027,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.25,0.26,0.563,0.234,0.282,0.128,0.317,0.062,0.355,6,0.3191,0.273,0.6586,0.1776,0.6851,0.4565,0.9354,0.5908,0.4935,10.31,0.3731,0.431,0.344,1.0,0.1776,0.0248,0.3131,0.3149,0.273,0.6586,0.0991,0.5924,0.6188,0.6124,0.18,-0.0182,1.0951,late_night,62.02,83.65,0.5539,0.5843,High
SOUTH BANGALORE,Bi-directional,12.943117,77.603226,Wilson Garden,Wilson Garden,2nd Cross Road,residential,residential,none,7.5m,30.0,0.13,0.6,0.475,0.261,0.328,0.062,0.389,0.163,0.288,2,0.3183,0.2655,0.7182,0.1489,0.6735,0.3397,0.9989,0.6154,0.4668,10.54,0.3476,0.519,0.4916,1.0,0.1489,0.0688,0.3181,0.3265,0.2655,0.7182,0.0661,0.6345,0.6244,0.6124,0.18,-0.0325,1.0951,late_night,81.75,85.0,0.609,0.5031,Critical
SOUTH BANGALORE,Bi-directional,12.942765,77.5938,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.44,0.56,0.517,0.263,0.244,0.165,0.481,0.182,0.36,6,0.2866,0.2566,0.6662,0.1601,0.718,0.5796,0.8437,0.6391,0.581,13.43,0.3787,0.485,0.7077,1.0,0.1601,0.0762,0.3194,0.282,0.2566,0.6662,0.1087,0.6529,0.6078,0.6124,0.18,-0.0136,1.0951,late_night,80.43,87.82,0.5002,0.6486,Critical
SOUTH BANGALORE,Bi-directional,12.944124,77.60003,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.14,0.69,0.568,0.3,0.248,0.112,0.41,0.187,0.338,6,0.2733,0.2357,0.8945,0.1788,0.6595,0.5866,0.7831,0.6586,0.5718,10.83,0.3772,0.543,0.5983,1.0,0.1788,0.0748,0.3256,0.3405,0.2357,0.8945,0.0608,0.6599,0.6146,0.6124,0.18,-0.042,1.0951,late_night,78.3,85.36,0.5516,0.5843,High
SOUTH BANGALORE,Bi-directional,12.944725,77.595604,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.5,0.36,0.543,0.279,0.277,0.147,0.423,0.147,0.326,8,0.312,0.258,0.7463,0.1705,0.7247,0.5957,0.7862,0.6047,0.5211,12.78,0.4003,0.451,0.5222,1.0,0.1705,0.0588,0.3211,0.2753,0.258,0.7463,0.0935,0.6215,0.6049,0.6124,0.18,-0.0189,1.0951,late_night,73.31,85.1,0.5519,0.5843,High
SOUTH BANGALORE,Bi-directional,12.952434,77.60084,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.33,0.27,0.512,0.224,0.323,0.196,0.461,0.166,0.338,6,0.2827,0.2915,0.612,0.165,0.6872,0.4754,0.9414,0.6994,0.4806,11.07,0.4292,0.461,0.6473,1.0,0.165,0.0664,0.3334,0.3128,0.2915,0.612,0.1116,0.6432,0.6214,0.6124,0.18,-0.0106,1.0951,late_night,79.01,87.88,0.5481,0.5843,High
SOUTH BANGALORE,Bi-directional,12.942908,77.60317,Wilson Garden,Wilson Garden,3rd Cross Road,residential,residential,none,7.5m,30.0,0.49,0.32,0.556,0.261,0.026,0.085,0.349,0.192,0.278,2,0.3026,0.2416,0.6924,0.17,0.6984,0.327,0.9838,0.6095,0.5191,12.2,0.3992,0.473,0.4903,1.0,0.17,0.0804,0.3304,0.3016,0.2416,0.6924,0.065,0.6339,0.6244,0.6124,0.18,-0.0323,1.0951,late_night,66.2,84.98,0.6091,0.5031,High
SOUTH BANGALORE,Bi-directional,12.944406,77.594505,Wilson Garden,Wilson Garden,1st Main Road,tertiary,tertiary,none,7.5m,30.0,0.53,0.37,0.69,0.264,0.37,0.257,0.331,0.109,0.373,6,0.3508,0.2948,0.765,0.2069,0.7107,0.5115,0.8338,0.5915,0.5767,14.72,0.5034,0.407,0.4161,0.9738,0.2069,0.0436,0.3139,0.2893,0.2948,0.765,0.1066,0.6014,0.6049,0.6124,0.0,-0.0157,1.0951,late_night,41.25,64.42,0.5635,0.5843,Moderate
SOUTH BANGALORE,Bi-directional,12.951299,77.601456,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.24,0.41,0.537,0.263,0.11,0.238,0.351,0.162,0.345,6,0.3046,0.2601,0.7535,0.1734,0.6805,0.4684,0.9755,0.6496,0.5568,12.38,0.3839,0.447,0.4723,1.0,0.1734,0.0648,0.3166,0.3195,0.2601,0.7535,0.1074,0.6358,0.6188,0.6124,0.18,-0.0131,1.0951,late_night,79.16,87.06,0.5492,0.5843,High
SOUTH BANGALORE,Bi-directional,12.943996,77.60347,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.55,0.34,0.567,0.25,0.379,0.074,0.394,0.176,0.342,6,0.3094,0.2221,0.7533,0.1718,0.7138,0.4519,0.9613,0.5902,0.5589,13.42,0.3533,0.435,0.365,1.0,0.1718,0.0737,0.3121,0.2862,0.2221,0.7533,0.0748,0.617,0.6244,0.6124,0.18,-0.0321,1.0951,late_night,64.66,83.89,0.6106,0.5031,High
SOUTH BANGALORE,Bi-directional,12.951238,77.600876,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.36,0.31,0.497,0.294,0.493,0.222,0.401,0.151,0.404,6,0.3395,0.3004,0.7551,0.1676,0.7138,0.4473,0.9123,0.6468,0.5028,13.14,0.3903,0.43,0.5228,0.9907,0.1676,0.0604,0.3191,0.2862,0.3004,0.7551,0.1159,0.6296,0.6188,0.6124,0.18,-0.0133,1.0951,late_night,71.08,86.63,0.5498,0.5843,High
SOUTH BANGALORE,Bi-directional,12.949278,77.594894,Wilson Garden,Wilson Garden,7th Cross Road,residential,residential,none,7.5m,30.0,0.1,0.51,0.533,0.262,0.335,0.152,0.331,0.14,0.372,6,0.2896,0.2731,0.6193,0.1708,0.654,0.5459,0.7921,0.5478,0.531,10.84,0.407,0.439,0.2699,1.0,0.1708,0.059,0.3124,0.346,0.2731,0.6193,0.1145,0.5627,0.5819,0.6124,0.18,-0.0118,1.0951,late_night,62.4,81.38,0.557,0.5843,High
SOUTH BANGALORE,Bi-directional,12.944636,77.58993,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.29,0.44,0.509,0.29,0.035,0.088,0.421,0.086,0.293,6,0.3356,0.2612,0.6896,0.1626,0.6928,0.5036,0.8733,0.5988,0.4849,10.96,0.3775,0.478,0.4855,0.9966,0.1626,0.0425,0.3206,0.3072,0.2612,0.6896,0.1139,0.6169,0.6159,0.6124,0.18,-0.0072,1.0951,late_night,88.54,86.38,0.3952,0.7778,Critical
SOUTH BANGALORE,Bi-directional,12.945684,77.60102,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.17,0.22,0.6,0.269,0.341,0.128,0.445,0.106,0.349,6,0.2963,0.2367,0.6664,0.1849,0.6925,0.4378,0.9462,0.6484,0.4891,9.56,0.3753,0.418,0.5319,1.0,0.1849,0.0424,0.3174,0.3075,0.2367,0.6664,0.0694,0.6337,0.6146,0.6124,0.18,-0.0367,1.0951,late_night,59.96,84.22,0.5531,0.5843,Moderate
SOUTH BANGALORE,Bi-directional,12.942206,77.59403,Wilson Garden,Wilson Garden,1st Main Road,tertiary,tertiary,none,7.5m,30.0,0.56,0.56,0.587,0.298,0.465,0.053,0.234,0.167,0.411,6,0.3651,0.2938,0.7454,0.1817,0.7386,0.5241,0.8022,0.5393,0.629,13.96,0.4146,0.454,0.1184,0.9524,0.1817,0.0703,0.3119,0.2614,0.2938,0.7454,0.1159,0.5356,0.6078,0.6124,0.18,-0.0138,1.0951,late_night,55.35,80.09,0.5108,0.6486,Moderate
SOUTH BANGALORE,Bi-directional,12.951917,77.60022,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.25,0.48,0.594,0.241,0.151,0.275,0.419,0.142,0.358,8,0.3244,0.3087,0.7648,0.1902,0.6998,0.6003,0.8238,0.5971,0.5566,12.21,0.4458,0.506,0.4555,1.0,0.1902,0.0568,0.3129,0.3002,0.3087,0.7648,0.1124,0.6115,0.6188,0.6124,0.18,-0.0116,1.0951,late_night,76.88,85.62,0.5512,0.5843,High
SOUTH BANGALORE,Bi-directional,12.949566,77.603966,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.55,0.32,0.525,0.238,0.064,0.071,0.431,0.198,0.334,2,0.3126,0.2693,0.8266,0.163,0.6935,0.3331,1.0,0.6672,0.5322,11.11,0.3512,0.564,0.4967,1.0,0.163,0.0792,0.3239,0.3065,0.2693,0.8266,0.1003,0.6501,0.6188,0.6124,0.18,-0.0158,1.0951,late_night,73.75,87.7,0.5484,0.5843,High
SOUTH BANGALORE,Bi-directional,12.944729,77.5954,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.58,0.58,0.536,0.286,0.094,0.279,0.437,0.057,0.305,8,0.3077,0.2826,0.6027,0.1694,0.6921,0.6801,0.6966,0.6041,0.6773,16.09,0.4167,0.451,0.5708,1.0,0.1694,0.0228,0.3299,0.3079,0.2826,0.6027,0.0915,0.6005,0.6049,0.6124,0.18,-0.0182,1.0951,late_night,71.55,83.79,0.5537,0.5843,High
SOUTH BANGALORE,Bi-directional,12.951261,77.592964,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.31,0.42,0.539,0.293,0.06,0.181,0.48,0.075,0.317,6,0.3161,0.2753,0.7463,0.1752,0.6932,0.5138,0.7923,0.6153,0.5142,9.25,0.4039,0.543,0.6125,1.0,0.1752,0.0352,0.3329,0.3068,0.2753,0.7463,0.1171,0.6385,0.5819,0.6124,0.18,-0.0072,1.0951,late_night,68.52,86.87,0.589,0.5286,High
SOUTH BANGALORE,Bi-directional,12.952318,77.60098,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.29,0.4,0.503,0.249,0.242,0.256,0.446,0.1,0.375,6,0.2914,0.2689,0.8022,0.1647,0.6771,0.4878,0.938,0.6647,0.5436,11.93,0.4199,0.492,0.5879,1.0,0.1647,0.04,0.3289,0.3229,0.2689,0.8022,0.1166,0.6571,0.6214,0.6124,0.18,-0.0109,1.0951,late_night,78.71,88.77,0.5469,0.5843,High
SOUTH BANGALORE,Bi-directional,12.948664,77.5962,Wilson Garden,Wilson Garden,9th Cross Road,residential,residential,none,7.5m,30.0,0.24,0.31,0.503,0.262,0.046,0.052,0.337,0.123,0.323,4,0.297,0.3044,0.6724,0.1637,0.6988,0.3979,0.9612,0.5619,0.4649,11.48,0.386,0.468,0.2724,1.0,0.1637,0.0492,0.3301,0.3012,0.3044,0.6724,0.1005,0.5803,0.582,0.6124,0.18,-0.015,1.0951,late_night,70.02,82.19,0.5559,0.5843,High
SOUTH BANGALORE,Bi-directional,12.9508,77.601974,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.17,0.28,0.52,0.246,0.263,0.28,0.366,0.079,0.271,2,0.3021,0.2622,0.6232,0.1659,0.6648,0.2949,0.9632,0.6534,0.4329,9.41,0.4376,0.4,0.4669,1.0,0.1659,0.0316,0.3259,0.3352,0.2622,0.6232,0.094,0.6161,0.6188,0.6124,0.18,-0.0142,1.0951,late_night,70.23,85.64,0.5512,0.5843,High
SOUTH BANGALORE,Bi-directional,12.946437,77.598755,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.12,0.54,0.568,0.259,0.493,0.099,0.417,0.168,0.291,6,0.2881,0.277,0.7162,0.177,0.6568,0.4892,0.8753,0.6414,0.5276,11.04,0.4005,0.427,0.5515,1.0,0.177,0.0672,0.3284,0.3432,0.277,0.7162,0.0742,0.6341,0.6127,0.6124,0.18,-0.0274,1.0951,late_night,69.46,85.21,0.5518,0.5843,High
SOUTH BANGALORE,Bi-directional,12.946192,77.59267,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.44,0.34,0.562,0.292,0.407,0.136,0.311,0.084,0.294,8,0.3326,0.2744,0.7551,0.1779,0.6708,0.5337,0.7869,0.5702,0.5347,12.93,0.4142,0.415,0.3198,1.0,0.1779,0.0369,0.3179,0.3292,0.2744,0.7551,0.1049,0.5859,0.6049,0.6124,0.18,-0.0109,1.0951,late_night,81.53,83.64,0.5539,0.5843,Critical
SOUTH BANGALORE,Bi-directional,12.946025,77.60156,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.41,0.64,0.6,0.234,0.012,0.088,0.39,0.111,0.334,4,0.3006,0.2413,0.6503,0.1815,0.7012,0.5231,0.8928,0.6036,0.6337,12.72,0.3748,0.399,0.4489,1.0,0.1815,0.0444,0.3256,0.2988,0.2413,0.6503,0.0709,0.6104,0.6146,0.6124,0.18,-0.034,1.0951,late_night,72.66,82.98,0.5548,0.5843,High
SOUTH BANGALORE,Bi-directional,12.946078,77.59272,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.19,0.38,0.483,0.246,0.085,0.093,0.333,0.134,0.365,6,0.3335,0.2974,0.7313,0.1528,0.667,0.478,0.8978,0.6021,0.5393,13.28,0.4053,0.48,0.3424,0.9997,0.1528,0.0568,0.3246,0.333,0.2974,0.7313,0.1152,0.5961,0.6049,0.6124,0.18,-0.011,1.0951,late_night,71.37,84.29,0.553,0.5843,High
SOUTH BANGALORE,Bi-directional,12.949661,77.59637,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.35,0.45,0.57,0.278,0.379,0.143,0.34,0.093,0.279,6,0.3404,0.2859,0.9005,0.1852,0.683,0.4391,0.9214,0.569,0.5297,12.18,0.398,0.554,0.2604,0.9893,0.1852,0.0372,0.3111,0.317,0.2859,0.9005,0.0972,0.6023,0.582,0.6124,0.18,-0.0134,1.0951,late_night,72.67,83.82,0.5537,0.5843,High
SOUTH BANGALORE,Bi-directional,12.943265,77.59461,Wilson Garden,Wilson Garden,1st Main Road,tertiary,tertiary,none,7.5m,30.0,0.35,0.45,0.583,0.291,0.307,0.075,0.318,0.09,0.42,6,0.3853,0.2976,0.7726,0.1812,0.7096,0.5144,0.8649,0.5716,0.5418,13.8,0.4489,0.389,0.3084,0.9221,0.1812,0.036,0.3106,0.2904,0.2976,0.7726,0.1132,0.5729,0.6078,0.6124,0.18,-0.0159,1.0951,late_night,75.84,82.31,0.5077,0.6486,High
SOUTH BANGALORE,Bi-directional,12.94264,77.59998,Wilson Garden,Wilson Garden,"Temple Road,16th Cross Street",residential,residential,none,7.5m,30.0,0.15,0.28,0.538,0.23,0.244,0.28,0.466,0.198,0.302,6,0.3068,0.2297,0.839,0.1623,0.6588,0.4611,0.881,0.627,0.4555,12.19,0.4291,0.592,0.5546,1.0,0.1623,0.0792,0.3356,0.3412,0.2297,0.839,0.0624,0.656,0.6276,0.6124,0.18,-0.0367,1.0951,late_night,85.83,86.04,0.6076,0.5031,Critical
SOUTH BANGALORE,Bi-directional,12.943198,77.60386,Wilson Garden,Wilson Garden,1st Cross Road,residential,residential,none,7.5m,30.0,0.44,0.49,0.497,0.253,0.245,0.252,0.306,0.058,0.3,2,0.2832,0.2481,0.6607,0.1539,0.6984,0.3604,1.0,0.6486,0.5825,13.95,0.4,0.479,0.391,1.0,0.1539,0.0272,0.3154,0.3016,0.2481,0.6607,0.0726,0.6085,0.6244,0.6124,0.18,-0.0293,1.0951,late_night,67.93,83.64,0.6109,0.5031,High
SOUTH BANGALORE,Bi-directional,12.948495,77.60057,Wilson Garden,Wilson Garden,,residential,residential,none,7.5m,30.0,0.57,0.49,0.592,0.276,0.405,0.068,0.443,0.14,0.445,6,0.3341,0.2779,0.6469,0.187,0.6945,0.5596,0.8783,0.6881,0.5746,14.61,0.381,0.364,0.7364,0.9988,0.187,0.056,0.3096,0.3055,0.2779,0.6469,0.1062,0.6576,0.6188,0.6124,0.18,-0.0218,1.0951,late_night,89.96,87.53,0.5486,0.5843,Critical
