zone,lat,lng,final_risk_score,road_risk_score,confidence_score,uncertainty_level,risk_band
AIRPORT & PERIPHERAL ZONES,12.9716,77.5946,62.43,0.5306,0.5336,0.6151,High
NORTH BANGALORE,13.003924,77.57427,62.43,0.5099,0.6133,0.5031,High
WEST BANGALORE,13.000644,77.55172,62.42,0.5768,0.6601,0.4334,High
SOUTH BANGALORE,12.869427,77.60978,62.41,0.6245,0.5039,0.6486,High
WEST BANGALORE,12.996067,77.56517,62.38,0.4868,0.5337,0.6151,High
SOUTHEAST / IT CORRIDOR,12.910258,77.64415,62.36,0.4822,0.5388,0.6151,High
LOGISTICS / HIGH TRAFFIC ZONES,13.009613,77.5653,62.34,0.5807,0.5543,0.5843,High
NORTH BANGALORE,13.048934,77.63167,62.33,0.5427,0.5297,0.6151,High
SOUTH BANGALORE,12.946717,77.6024,62.33,0.5999,0.5561,0.5843,High
SOUTH BANGALORE,12.914346,77.60784,62.27,0.5242,0.5966,0.5286,High
NORTH BANGALORE,12.94625,77.593765,62.23,0.6005,0.5525,0.5843,High
NORTH BANGALORE,13.0476,77.620026,62.22,0.5293,0.577,0.5556,High
LOGISTICS / HIGH TRAFFIC ZONES,12.967615,77.577805,62.2,0.4694,0.5615,0.5843,High
EAST BANGALORE,12.935384,77.704994,62.18,0.642,0.6541,0.4334,High
WEST BANGALORE,13.000693,77.56509,62.15,0.5321,0.6883,0.3914,High
WEST BANGALORE,12.99461,77.53909,62.14,0.6138,0.5724,0.5556,High
SOUTHEAST / IT CORRIDOR,12.916674,77.62753,62.14,0.5906,0.5535,0.5843,High
WEST BANGALORE,12.98898,77.53978,62.13,0.5278,0.5292,0.6151,High
SOUTHEAST / IT CORRIDOR,12.90748,77.63437,62.11,0.5614,0.5049,0.6486,High
WEST BANGALORE,12.997594,77.57607,62.1,0.4805,0.5817,0.5556,High
SOUTH BANGALORE,12.942254,77.601105,62.1,0.6187,0.6099,0.5031,High
LOGISTICS / HIGH TRAFFIC ZONES,12.965056,77.58238,62.08,0.5823,0.5547,0.5843,High
SOUTH BANGALORE,12.941553,77.60326,62.07,0.6475,0.6075,0.5031,High
CENTRAL BANGALORE,12.964362,77.5639,62.06,0.6512,0.5028,0.6486,High
NORTH BANGALORE,13.046146,77.62954,62.05,0.511,0.5739,0.5556,High
NORTH BANGALORE,13.038389,77.597626,62.01,0.5172,0.6749,0.4121,High
SOUTH BANGALORE,12.866464,77.61239,62.0,0.6103,0.5015,0.6486,High
LOGISTICS / HIGH TRAFFIC ZONES,12.957946,77.577255,61.95,0.6107,0.6587,0.4334,High
SOUTH BANGALORE,12.931008,77.60697,61.93,0.5543,0.6482,0.4557,High
NORTH BANGALORE,12.945668,77.59539,61.93,0.5583,0.5579,0.5843,High
SOUTH BANGALORE,12.927799,77.60299,61.92,0.6159,0.6099,0.5031,High
WEST BANGALORE,13.001847,77.565735,61.89,0.4465,0.6901,0.3914,High
SOUTH BANGALORE,12.924829,77.60672,61.83,0.5476,0.5082,0.6486,High
WEST BANGALORE,12.997211,77.5681,61.81,0.535,0.5788,0.5556,High
LOGISTICS / HIGH TRAFFIC ZONES,12.968617,77.57375,61.74,0.5431,0.6029,0.5286,High
SOUTH BANGALORE,12.944051,77.6076,61.74,0.6072,0.6119,0.5031,High
SOUTH BANGALORE,12.920726,77.60464,61.73,0.5934,0.5106,0.6486,High
WEST BANGALORE,13.000394,77.56184,61.72,0.5719,0.5926,0.5286,High
LOGISTICS / HIGH TRAFFIC ZONES,12.966361,77.58339,61.72,0.5861,0.5915,0.5286,High
SOUTHEAST / IT CORRIDOR,12.848046,77.64966,61.72,0.6289,0.5048,0.6486,High
NORTH BANGALORE,13.050693,77.628235,61.71,0.5392,0.5739,0.5556,High
CENTRAL BANGALORE,13.001422,77.57808,61.71,0.5191,0.5768,0.5556,High
SOUTH BANGALORE,12.947137,77.60066,61.68,0.6322,0.5554,0.5843,High
WEST BANGALORE,13.006884,77.572754,61.67,0.5576,0.5739,0.5556,High
CENTRAL BANGALORE,12.980384,77.59691,61.64,0.5753,0.5561,0.5843,High
SOUTH BANGALORE,12.938521,77.57151,61.63,0.5663,0.6582,0.4334,High
SOUTHEAST / IT CORRIDOR,12.963836,77.643555,61.6,0.5812,0.5923,0.5286,High
LOGISTICS / HIGH TRAFFIC ZONES,13.008567,77.56997,61.6,0.5693,0.5957,0.5286,High
LOGISTICS / HIGH TRAFFIC ZONES,12.910057,77.645164,61.58,0.5497,0.5328,0.6151,High
NORTH BANGALORE,13.039894,77.62418,61.57,0.3937,0.5841,0.5556,High
SOUTH BANGALORE,12.926016,77.60951,61.57,0.6022,0.6403,0.4557,High
SOUTH BANGALORE,12.93341,77.588776,61.54,0.5998,0.5495,0.5843,High
WEST BANGALORE,13.019343,77.52959,61.51,0.5833,0.5063,0.6486,High
SOUTH BANGALORE,12.931324,77.613235,61.49,0.5515,0.7637,0.263,High
CENTRAL BANGALORE,12.968511,77.60697,61.48,0.6346,0.849,0.1251,High
SOUTH BANGALORE,12.924475,77.63734,61.42,0.6168,0.5003,0.6486,High
WEST BANGALORE,12.980479,77.63022,61.39,0.5024,0.6587,0.4334,High
SOUTH BANGALORE,12.931925,77.58779,61.38,0.5387,0.6315,0.4788,High
CENTRAL BANGALORE,13.000358,77.57808,61.38,0.5113,0.5804,0.5556,High
SOUTH BANGALORE,12.943682,77.60196,61.38,0.6755,0.6087,0.5031,High
SOUTH BANGALORE,12.924511,77.59706,61.35,0.5419,0.5086,0.6486,High
NORTH BANGALORE,12.944363,77.5914,61.31,0.5386,0.5037,0.6486,High
SOUTH BANGALORE,12.868032,77.61293,61.31,0.6071,0.5018,0.6486,High
WEST BANGALORE,12.981672,77.55172,61.28,0.4978,0.5355,0.6151,High
NORTH BANGALORE,12.94709,77.59485,61.19,0.5958,0.5521,0.5843,High
NORTH BANGALORE,13.039863,77.590294,61.18,0.5456,0.673,0.4121,High
LOGISTICS / HIGH TRAFFIC ZONES,12.917199,77.64611,61.16,0.5311,0.5309,0.6151,High
SOUTH BANGALORE,12.920393,77.63668,61.1,0.5411,0.593,0.5286,High
SOUTHEAST / IT CORRIDOR,12.908834,77.64158,61.08,0.513,0.595,0.5286,High
CENTRAL BANGALORE,12.99344,77.576706,61.05,0.5362,0.5378,0.6151,High
LOGISTICS / HIGH TRAFFIC ZONES,12.968369,77.58418,61.03,0.5942,0.5939,0.5286,High
LOGISTICS / HIGH TRAFFIC ZONES,12.970527,77.5808,61.0,0.5106,0.5983,0.5286,High
CENTRAL BANGALORE,12.994531,77.593025,61.0,0.5813,0.5319,0.6151,High
SOUTH BANGALORE,12.916773,77.63376,60.97,0.5627,0.5931,0.5286,High
NORTH BANGALORE,13.040406,77.62938,60.97,0.535,0.5352,0.6151,High
SOUTH BANGALORE,12.927084,77.60904,60.9,0.5489,0.6457,0.4557,High
LOGISTICS / HIGH TRAFFIC ZONES,12.962157,77.58078,60.87,0.5454,0.6298,0.4788,High
WEST BANGALORE,12.977447,77.63889,60.87,0.49,0.8292,0.1538,High
LOGISTICS / HIGH TRAFFIC ZONES,12.970915,77.581154,60.87,0.5484,0.5952,0.5286,High
EAST BANGALORE,12.935368,77.7044,60.86,0.6418,0.6544,0.4334,High
WEST BANGALORE,12.989881,77.54259,60.86,0.5353,0.5752,0.5556,High
WEST BANGALORE,13.002816,77.577126,60.82,0.5174,0.6113,0.5031,High
CENTRAL BANGALORE,12.993663,77.5929,60.82,0.5976,0.53,0.6151,High
NORTH BANGALORE,13.004711,77.57607,60.78,0.4804,0.5797,0.5556,High
SOUTHEAST / IT CORRIDOR,12.91378,77.632385,60.74,0.5801,0.5565,0.5843,High
CENTRAL BANGALORE,12.992894,77.58939,60.73,0.6172,0.526,0.6151,High
NORTH BANGALORE,13.037862,77.596214,60.73,0.5175,0.6757,0.4121,High
WEST BANGALORE,13.001811,77.558624,60.7,0.5739,0.6294,0.4788,High
SOUTH BANGALORE,12.944113,77.59907,60.63,0.6227,0.5545,0.5843,High
SOUTH BANGALORE,12.944659,77.59103,60.63,0.6329,0.5459,0.5843,High
EAST BANGALORE,12.935777,77.70575,60.6,0.5873,0.6299,0.4788,High
LOGISTICS / HIGH TRAFFIC ZONES,13.009249,77.56424,60.58,0.5716,0.5564,0.5843,High
WEST BANGALORE,12.965692,77.56434,60.56,0.5311,0.5071,0.6486,High
NORTH BANGALORE,13.034428,77.593605,60.53,0.511,0.6741,0.4121,High
NORTH BANGALORE,13.036472,77.59137,60.52,0.5288,0.6724,0.4121,High
CENTRAL BANGALORE,12.994081,77.58914,60.51,0.5588,0.5331,0.6151,High
SOUTHEAST / IT CORRIDOR,12.910684,77.62916,60.5,0.5842,0.5525,0.5843,High
SOUTH BANGALORE,12.907163,77.63564,60.49,0.5558,0.5085,0.6486,High
SOUTH BANGALORE,12.94353,77.611336,60.46,0.5281,0.6453,0.4557,High
NORTH BANGALORE,13.077299,77.59033,60.44,0.5004,0.5355,0.6151,High
EAST BANGALORE,12.966701,77.71767,60.42,0.5307,0.5796,0.5556,High
SOUTH BANGALORE,12.935752,77.57014,60.41,0.5965,0.6279,0.4788,High
LOGISTICS / HIGH TRAFFIC ZONES,12.968102,77.57831,60.39,0.5264,0.5988,0.5286,High
SOUTHEAST / IT CORRIDOR,12.91299,77.643135,60.39,0.5457,0.632,0.4788,High
LOGISTICS / HIGH TRAFFIC ZONES,12.957405,77.57749,60.36,0.5048,0.6668,0.4334,High
LOGISTICS / HIGH TRAFFIC ZONES,13.00856,77.56578,60.35,0.5104,0.558,0.5843,High
CENTRAL BANGALORE,12.996541,77.570984,60.27,0.4646,0.581,0.5556,High
NORTH BANGALORE,13.050776,77.62725,60.26,0.5209,0.5752,0.5556,High
SOUTH BANGALORE,12.933047,77.59057,60.21,0.5595,0.5525,0.5843,High
WEST BANGALORE,12.989692,77.54264,60.19,0.5551,0.5744,0.5556,High
CENTRAL BANGALORE,12.991568,77.569176,60.18,0.5356,0.5357,0.6151,High
SOUTHEAST / IT CORRIDOR,12.848229,77.652435,60.16,0.5615,0.597,0.5286,High
LOGISTICS / HIGH TRAFFIC ZONES,13.008606,77.56339,60.15,0.5607,0.5994,0.5286,High
WEST BANGALORE,13.001452,77.57407,60.14,0.5014,0.5773,0.5556,High
SOUTHEAST / IT CORRIDOR,12.848046,77.64966,60.13,0.5698,0.5064,0.6486,High
SOUTHEAST / IT CORRIDOR,12.914382,77.62803,60.11,0.5887,0.5523,0.5843,High
NORTH BANGALORE,13.052199,77.601036,60.1,0.642,0.5494,0.5843,High
SOUTHEAST / IT CORRIDOR,12.911338,77.629166,60.07,0.5267,0.557,0.5843,High
WEST BANGALORE,12.999545,77.55479,60.07,0.5256,0.6296,0.4788,High
SOUTH BANGALORE,12.932203,77.577065,60.04,0.5551,0.7224,0.3333,High
SOUTH BANGALORE,12.903151,77.582214,60.03,0.5711,0.5302,0.6151,High
LOGISTICS / HIGH TRAFFIC ZONES,12.95738,77.583435,60.02,0.5674,0.5749,0.5556,High
SOUTH BANGALORE,12.935775,77.574005,59.99,0.5224,0.7025,0.3715,Moderate
NORTH BANGALORE,13.004582,77.57562,59.99,0.5801,0.5734,0.5556,Moderate
WEST BANGALORE,12.996991,77.54396,59.98,0.5827,0.6104,0.5031,Moderate
NORTH BANGALORE,13.039949,77.62439,59.98,0.413,0.5838,0.5556,Moderate
SOUTH BANGALORE,12.936308,77.58052,59.97,0.5639,0.7237,0.3333,Moderate
WEST BANGALORE,12.998587,77.5646,59.96,0.5178,0.5808,0.5556,Moderate
CENTRAL BANGALORE,12.994418,77.574455,59.96,0.5165,0.5797,0.5556,Moderate
SOUTHEAST / IT CORRIDOR,12.911846,77.6284,59.96,0.5541,0.5564,0.5843,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.916077,77.619095,59.95,0.5095,0.5326,0.6151,Moderate
WEST BANGALORE,12.924475,77.49072,59.9,0.5877,0.5048,0.6486,Moderate
SOUTH BANGALORE,12.927102,77.60657,59.89,0.6079,0.6095,0.5031,Moderate
NORTH BANGALORE,13.047059,77.624916,59.83,0.5082,0.5807,0.5556,Moderate
SOUTHEAST / IT CORRIDOR,12.851103,77.65482,59.79,0.5027,0.6009,0.5286,Moderate
SOUTH BANGALORE,12.937199,77.60854,59.76,0.6333,0.7327,0.3151,Moderate
NORTH BANGALORE,13.005047,77.57733,59.76,0.5371,0.5326,0.6151,Moderate
SOUTH BANGALORE,12.931563,77.60736,59.74,0.5384,0.5994,0.5286,Moderate
NORTH BANGALORE,13.027794,77.59885,59.71,0.5099,0.5352,0.6151,Moderate
NORTH BANGALORE,13.051442,77.59917,59.66,0.5395,0.6423,0.4557,Moderate
WEST BANGALORE,12.991301,77.54043,59.66,0.5314,0.5761,0.5556,Moderate
WEST BANGALORE,12.924673,77.49073,59.66,0.5634,0.5078,0.6486,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.965768,77.57327,59.62,0.5941,0.6001,0.5286,Moderate
WEST BANGALORE,12.996069,77.57453,59.55,0.5102,0.5827,0.5556,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.958527,77.57189,59.55,0.5561,0.5971,0.5286,Moderate
SOUTH BANGALORE,12.931548,77.56339,59.54,0.5152,0.5977,0.5286,Moderate
SOUTH BANGALORE,12.920821,77.60878,59.53,0.5918,0.5543,0.5843,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.9695,77.57639,59.49,0.5107,0.6006,0.5286,Moderate
SOUTHEAST / IT CORRIDOR,12.851559,77.65144,59.49,0.6391,0.5516,0.5843,Moderate
WEST BANGALORE,13.026148,77.53689,59.48,0.6141,0.5521,0.5843,Moderate
SOUTH BANGALORE,12.92577,77.60156,59.46,0.5464,0.5048,0.6486,Moderate
CENTRAL BANGALORE,12.968442,77.607155,59.43,0.6269,0.8501,0.1251,Moderate
SOUTHEAST / IT CORRIDOR,12.91025,77.64436,59.41,0.5355,0.5327,0.6151,Moderate
SOUTHEAST / IT CORRIDOR,12.912388,77.635506,59.37,0.4752,0.6333,0.4788,Moderate
NORTH BANGALORE,13.050158,77.601944,59.36,0.6214,0.5525,0.5843,Moderate
SOUTHEAST / IT CORRIDOR,12.855359,77.65532,59.36,0.5945,0.553,0.5843,Moderate
SOUTHEAST / IT CORRIDOR,12.917695,77.61728,59.35,0.5237,0.5758,0.5556,Moderate
SOUTH BANGALORE,12.9309,77.60139,59.33,0.5357,0.6105,0.5031,Moderate
NORTH BANGALORE,13.047553,77.62651,59.29,0.484,0.5784,0.5556,Moderate
WEST BANGALORE,12.9973,77.57254,59.22,0.4827,0.5806,0.5556,Moderate
CENTRAL BANGALORE,12.968143,77.606575,59.2,0.6022,0.8339,0.1538,Moderate
SOUTHEAST / IT CORRIDOR,12.848295,77.65212,59.16,0.6078,0.5928,0.5286,Moderate
SOUTH BANGALORE,12.934164,77.60974,59.15,0.6442,0.676,0.4121,Moderate
WEST BANGALORE,13.002977,77.559746,59.12,0.628,0.5951,0.5286,Moderate
CENTRAL BANGALORE,12.985872,77.598404,59.09,0.6256,0.5555,0.5843,Moderate
SOUTH BANGALORE,12.935825,77.575714,59.08,0.5474,0.7239,0.3333,Moderate
SOUTH BANGALORE,12.925488,77.6099,59.04,0.574,0.6439,0.4557,Moderate
NORTH BANGALORE,13.042506,77.62228,59.02,0.4713,0.5753,0.5556,Moderate
SOUTH BANGALORE,12.940497,77.60199,59.01,0.5573,0.6126,0.5031,Moderate
SOUTH BANGALORE,12.926415,77.6156,58.99,0.4841,0.7326,0.3151,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.969539,77.57984,58.95,0.5148,0.5989,0.5286,Moderate
WEST BANGALORE,12.997559,77.559784,58.92,0.5237,0.5946,0.5286,Moderate
CENTRAL BANGALORE,12.994796,77.576385,58.92,0.5035,0.5381,0.6151,Moderate
NORTH BANGALORE,13.035108,77.59686,58.9,0.451,0.6769,0.4121,Moderate
SOUTHEAST / IT CORRIDOR,12.919025,77.6136,58.9,0.5162,0.6298,0.4788,Moderate
SOUTHEAST / IT CORRIDOR,12.921934,77.6129,58.87,0.5114,0.5987,0.5286,Moderate
NORTH BANGALORE,13.034835,77.59478,58.87,0.5144,0.6739,0.4121,Moderate
EAST BANGALORE,12.936014,77.70568,58.83,0.6078,0.6266,0.4788,Moderate
EAST BANGALORE,12.93456,77.7042,58.79,0.6569,0.6219,0.4788,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.969929,77.58104,58.73,0.6603,0.5935,0.5286,Moderate
EAST BANGALORE,12.936483,77.704994,58.73,0.571,0.6301,0.4788,Moderate
SOUTH BANGALORE,12.865616,77.591156,58.71,0.5759,0.5266,0.6151,Moderate
WEST BANGALORE,12.965165,77.56422,58.7,0.555,0.5096,0.6486,Moderate
SOUTH BANGALORE,12.952434,77.60084,58.64,0.6994,0.5481,0.5843,Moderate
EAST BANGALORE,12.975139,77.63375,58.63,0.5814,0.816,0.1835,Moderate
SOUTHEAST / IT CORRIDOR,12.92043,77.619125,58.62,0.508,0.5762,0.5556,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.968793,77.58022,58.6,0.5291,0.5973,0.5286,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.969884,77.58209,58.56,0.5466,0.5932,0.5286,Moderate
NORTH BANGALORE,13.029465,77.59472,58.49,0.4467,0.5393,0.6151,Moderate
NORTH BANGALORE,13.006755,77.57391,58.49,0.5973,0.5275,0.6151,Moderate
SOUTH BANGALORE,12.93745,77.60166,58.47,0.586,0.6114,0.5031,Moderate
SOUTH BANGALORE,12.949278,77.594894,58.43,0.5478,0.557,0.5843,Moderate
WEST BANGALORE,13.029428,77.5311,58.42,0.5912,0.5528,0.5843,Moderate
SOUTH BANGALORE,12.944338,77.60282,58.35,0.5431,0.648,0.4557,Moderate
NORTH BANGALORE,13.042963,77.620125,58.33,0.4919,0.5776,0.5556,Moderate
SOUTH BANGALORE,12.936536,77.60579,58.32,0.5401,0.6522,0.4557,Moderate
NORTH BANGALORE,12.950094,77.59586,58.32,0.6704,0.5549,0.5843,Moderate
SOUTH BANGALORE,12.944208,77.59315,58.31,0.571,0.503,0.6486,Moderate
SOUTHEAST / IT CORRIDOR,12.911379,77.634155,58.26,0.6116,0.5911,0.5286,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.970389,77.58099,58.21,0.5233,0.5977,0.5286,Moderate
EAST BANGALORE,12.982274,77.71649,58.16,0.5046,0.5353,0.6151,Moderate
EAST BANGALORE,12.935705,77.706314,58.16,0.5458,0.5556,0.5843,Moderate
NORTH BANGALORE,12.949923,77.59631,58.16,0.6023,0.5529,0.5843,Moderate
NORTH BANGALORE,13.033339,77.59649,58.14,0.494,0.6768,0.4121,Moderate
WEST BANGALORE,12.999309,77.55764,58.11,0.5157,0.6295,0.4788,Moderate
WEST BANGALORE,12.990138,77.540405,58.09,0.5757,0.5714,0.5556,Moderate
SOUTH BANGALORE,12.937371,77.60173,57.98,0.5858,0.6132,0.5031,Moderate
SOUTH BANGALORE,12.906807,77.63437,57.94,0.6278,0.5053,0.6486,Moderate
WEST BANGALORE,13.005416,77.57376,57.93,0.475,0.5799,0.5556,Moderate
SOUTH BANGALORE,12.921019,77.58481,57.93,0.5034,0.6319,0.4788,Moderate
WEST BANGALORE,12.989215,77.5449,57.93,0.5368,0.6145,0.5031,Moderate
SOUTH BANGALORE,12.943204,77.6122,57.86,0.5737,0.6452,0.4557,Moderate
EAST BANGALORE,12.982201,77.7171,57.85,0.5273,0.5317,0.6151,Moderate
SOUTH BANGALORE,12.921689,77.60075,57.85,0.5804,0.505,0.6486,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,13.014227,77.56578,57.85,0.6022,0.5586,0.5843,Moderate
SOUTHEAST / IT CORRIDOR,12.90806,77.637344,57.79,0.5607,0.5543,0.5843,Moderate
SOUTH BANGALORE,12.910917,77.64167,57.76,0.5309,0.6243,0.4788,Moderate
SOUTH BANGALORE,12.925022,77.61514,57.73,0.4246,0.7127,0.3521,Moderate
SOUTH BANGALORE,12.913997,77.60785,57.72,0.4589,0.6327,0.4788,Moderate
CENTRAL BANGALORE,12.96859,77.60762,57.71,0.6251,0.8508,0.1251,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.965888,77.57209,57.71,0.5996,0.6001,0.5286,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,13.008662,77.56839,57.71,0.5595,0.5985,0.5286,Moderate
NORTH BANGALORE,13.032946,77.59375,57.68,0.4959,0.596,0.5286,Moderate
CENTRAL BANGALORE,12.963796,77.604095,57.67,0.6828,0.5841,0.5556,Moderate
CENTRAL BANGALORE,12.992873,77.593704,57.67,0.5863,0.5322,0.6151,Moderate
EAST BANGALORE,12.962295,77.69909,57.66,0.5608,0.5753,0.5556,Moderate
EAST BANGALORE,12.960273,77.722565,57.59,0.6339,0.5234,0.6151,Moderate
CENTRAL BANGALORE,12.96955,77.60762,57.57,0.6004,0.8518,0.1251,Moderate
EAST BANGALORE,12.933521,77.70467,57.55,0.5474,0.5547,0.5843,Moderate
CENTRAL BANGALORE,12.985378,77.59845,57.52,0.683,0.5521,0.5843,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.970314,77.58115,57.49,0.5923,0.5959,0.5286,Moderate
NORTH BANGALORE,13.032555,77.59559,57.49,0.5047,0.5978,0.5286,Moderate
SOUTHEAST / IT CORRIDOR,12.909946,77.643295,57.48,0.5523,0.6308,0.4788,Moderate
WEST BANGALORE,13.003712,77.574135,57.48,0.5074,0.6106,0.5031,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.96572,77.58052,57.48,0.5183,0.5573,0.5843,Moderate
SOUTHEAST / IT CORRIDOR,12.913226,77.63527,57.47,0.5348,0.5974,0.5286,Moderate
SOUTH BANGALORE,12.9216,77.59435,57.45,0.5676,0.5083,0.6486,Moderate
CENTRAL BANGALORE,12.968452,77.606834,57.42,0.6348,0.8356,0.1538,Moderate
SOUTHEAST / IT CORRIDOR,12.908453,77.6351,57.38,0.5449,0.51,0.6486,Moderate
SOUTHEAST / IT CORRIDOR,12.918367,77.61096,57.38,0.5509,0.5931,0.5286,Moderate
SOUTH BANGALORE,12.933299,77.59084,57.33,0.6325,0.5518,0.5843,Moderate
AIRPORT & PERIPHERAL ZONES,13.198807,77.7111,57.32,0.5187,0.5399,0.6151,Moderate
EAST BANGALORE,12.934505,77.70172,57.31,0.5465,0.6286,0.4788,Moderate
SOUTH BANGALORE,12.927488,77.600555,57.28,0.5499,0.5118,0.6486,Moderate
WEST BANGALORE,13.005466,77.57018,57.27,0.5515,0.5768,0.5556,Moderate
WEST BANGALORE,12.998726,77.56228,57.25,0.5571,0.5537,0.5843,Moderate
WEST BANGALORE,13.017357,77.53166,57.19,0.5455,0.5539,0.5843,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.922677,77.6204,57.18,0.5266,0.6419,0.4557,Moderate
SOUTH BANGALORE,12.926851,77.60649,57.11,0.5805,0.6097,0.5031,Moderate
SOUTH BANGALORE,12.93954,77.60949,57.09,0.5516,0.7371,0.3151,Moderate
WEST BANGALORE,13.001034,77.57361,57.07,0.5079,0.578,0.5556,Moderate
SOUTH BANGALORE,12.941045,77.60868,57.04,0.4956,0.6504,0.4557,Moderate
SOUTH BANGALORE,12.92433,77.58762,57.04,0.5528,0.6315,0.4788,Moderate
SOUTH BANGALORE,12.924002,77.637856,56.98,0.6328,0.5003,0.6486,Moderate
SOUTH BANGALORE,12.9296,77.60953,56.97,0.5108,0.7568,0.2799,Moderate
SOUTH BANGALORE,12.938495,77.573845,56.96,0.5465,0.6592,0.4334,Moderate
WEST BANGALORE,13.000417,77.561615,56.96,0.5536,0.595,0.5286,Moderate
SOUTH BANGALORE,12.908751,77.63192,56.92,0.5797,0.5054,0.6486,Moderate
NORTH BANGALORE,13.04338,77.62466,56.9,0.4566,0.5782,0.5556,Moderate
SOUTH BANGALORE,12.928402,77.5655,56.89,0.4158,0.6029,0.5286,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,13.014697,77.56475,56.85,0.6032,0.5556,0.5843,Moderate
SOUTH BANGALORE,12.933357,77.610146,56.84,0.6004,0.6992,0.3715,Moderate
CENTRAL BANGALORE,12.968182,77.60635,56.83,0.6267,0.8356,0.1538,Moderate
SOUTH BANGALORE,12.921671,77.588264,56.78,0.5277,0.5588,0.5843,Moderate
SOUTH BANGALORE,12.926844,77.60151,56.74,0.6153,0.5044,0.6486,Moderate
SOUTH BANGALORE,12.936992,77.614174,56.74,0.5675,0.7461,0.2973,Moderate
SOUTH BANGALORE,12.936764,77.608315,56.69,0.5642,0.7375,0.3151,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.913872,77.64672,56.69,0.5151,0.5328,0.6151,Moderate
SOUTH BANGALORE,12.918304,77.608,56.68,0.516,0.5964,0.5286,Moderate
EAST BANGALORE,12.936597,77.70429,56.67,0.5877,0.63,0.4788,Moderate
SOUTH BANGALORE,12.91146,77.63073,56.64,0.5465,0.5106,0.6486,Moderate
SOUTH BANGALORE,12.925993,77.605034,56.62,0.5492,0.611,0.5031,Moderate
CENTRAL BANGALORE,12.993238,77.592255,56.57,0.657,0.5408,0.6151,Moderate
WEST BANGALORE,12.996949,77.54578,56.54,0.5491,0.576,0.5556,Moderate
SOUTH BANGALORE,12.927226,77.60906,56.54,0.5381,0.6448,0.4557,Moderate
NORTH BANGALORE,12.951332,77.59122,56.49,0.5678,0.5408,0.6151,Moderate
SOUTHEAST / IT CORRIDOR,12.9231,77.67407,56.46,0.6311,0.5408,0.6151,Moderate
CENTRAL BANGALORE,12.969975,77.57616,56.43,0.3884,0.6029,0.5286,Moderate
CENTRAL BANGALORE,12.993608,77.59155,56.43,0.6112,0.5285,0.6151,Moderate
SOUTH BANGALORE,12.918293,77.60603,56.36,0.4918,0.5618,0.5843,Moderate
NORTH BANGALORE,12.946236,77.59224,56.35,0.5971,0.5952,0.5286,Moderate
WEST BANGALORE,13.019311,77.53132,56.27,0.6604,0.504,0.6486,Moderate
SOUTHEAST / IT CORRIDOR,12.849666,77.65206,56.26,0.5889,0.552,0.5843,Moderate
EAST BANGALORE,12.972041,77.64209,56.22,0.5546,0.7725,0.263,Moderate
SOUTH BANGALORE,12.946437,77.598755,56.22,0.6414,0.5518,0.5843,Moderate
SOUTH BANGALORE,12.942811,77.60285,56.2,0.606,0.6129,0.5031,Moderate
WEST BANGALORE,12.997572,77.575645,56.12,0.5434,0.5786,0.5556,Moderate
AIRPORT & PERIPHERAL ZONES,13.199188,77.71162,56.01,0.5448,0.5362,0.6151,Moderate
WEST BANGALORE,12.999567,77.56453,55.95,0.4835,0.6656,0.4334,Moderate
CENTRAL BANGALORE,12.996214,77.58798,55.95,0.6091,0.5408,0.6151,Moderate
SOUTH BANGALORE,12.923185,77.6093,55.93,0.6086,0.5046,0.6486,Moderate
EAST BANGALORE,12.974958,77.63396,55.89,0.5736,0.8142,0.1835,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,13.009021,77.56814,55.87,0.5262,0.5955,0.5286,Moderate
LOGISTICS / HIGH TRAFFIC ZONES,12.969734,77.58123,55.81,0.629,0.5924,0.5286,Moderate
SOUTHEAST / IT CORRIDOR,12.845978,77.652824,55.81,0.5787,0.5945,0.5286,Moderate
SOUTH BANGALORE,12.920141,77.60566,55.79,0.5418,0.5604,0.5843,Moderate
SOUTHEAST / IT CORRIDOR,12.916126,77.6354,55.78,0.4619,0.595,0.5286,Moderate
SOUTH BANGALORE,12.942333,77.57776,55.75,0.6284,0.6668,0.4334,Moderate
NORTH BANGALORE,13.040295,77.593094,55.72,0.5241,0.6767,0.4121,Moderate
SOUTHEAST / IT CORRIDOR,12.938896,77.62657,55.7,0.5547,0.5155,0.6486,Moderate
