edge_id,geometry_polyline,geometry_length,bearing,road_curvature
EDGE_1159_44155,"[[12.961754, 77.61249], [12.964254, 77.61499], [12.966754, 77.61749]]",0.7763,44.26,0.0
EDGE_44156_44157,"[[12.961395, 77.61372], [12.963895, 77.61622], [12.966395, 77.61872]]",0.7763,44.26,0.0
EDGE_1161_44158,"[[12.961539, 77.61393], [12.964039, 77.61643], [12.966539, 77.61893]]",0.7763,44.26,0.0
EDGE_1162_44159,"[[12.954717, 77.61144], [12.957217, 77.61394], [12.959717, 77.61644]]",0.7763,44.26,0.0
EDGE_1163_44160,"[[12.954736, 77.61133], [12.957236, 77.61383], [12.959736, 77.61633]]",0.7763,44.26,0.0
EDGE_1164_44161,"[[12.955823, 77.612305], [12.958323, 77.614805], [12.960823, 77.617305]]",0.7763,44.26,0.0
EDGE_1165_44162,"[[12.952914, 77.61914], [12.955414, 77.62164], [12.957914, 77.62414]]",0.7763,44.26,0.0
EDGE_1166_44163,"[[12.953959, 77.61755], [12.956459, 77.62005], [12.958959, 77.62255]]",0.7763,44.26,0.0
EDGE_1167_44164,"[[12.95367, 77.617584], [12.95617, 77.620084], [12.95867, 77.622584]]",0.7763,44.26,0.0
EDGE_44165_44166,"[[12.953725, 77.61747], [12.956225, 77.61997], [12.958725, 77.62247]]",0.7763,44.26,0.0
EDGE_1169_44167,"[[12.954962, 77.6144], [12.957462, 77.6169], [12.959962, 77.6194]]",0.7763,44.26,0.0
EDGE_1170_44168,"[[12.955217, 77.61423], [12.957717, 77.61673], [12.960217, 77.61923]]",0.7763,44.26,0.0
EDGE_1171_44169,"[[12.955555, 77.613525], [12.958055, 77.616025], [12.960555, 77.618525]]",0.7763,44.26,0.0
EDGE_1172_44170,"[[12.961269, 77.61473], [12.963769, 77.61723], [12.966269, 77.61973]]",0.7763,44.26,0.0
EDGE_1173_44171,"[[12.961551, 77.615486], [12.964051, 77.617986], [12.966551, 77.620486]]",0.7763,44.26,0.0
EDGE_1174_44172,"[[12.957972, 77.61646], [12.960472, 77.61896], [12.962972, 77.62146]]",0.7763,44.26,0.0
EDGE_1175_44173,"[[12.958336, 77.61661], [12.960836, 77.61911], [12.963336, 77.62161]]",0.7763,44.26,0.0
EDGE_44174_44175,"[[12.957945, 77.61678], [12.960445, 77.61928], [12.962945, 77.62178]]",0.7763,44.26,0.0
EDGE_1177_44176,"[[12.961677, 77.61632], [12.964177, 77.61882], [12.966677, 77.62132]]",0.7763,44.26,0.0
EDGE_1178_44177,"[[12.958943, 77.593376], [12.961443, 77.595876], [12.963943, 77.598376]]",0.7763,44.26,0.0
EDGE_1179_44178,"[[12.960974, 77.594086], [12.963474, 77.596586], [12.965974, 77.599086]]",0.7763,44.26,0.0
EDGE_1180_44179,"[[12.959732, 77.59357], [12.962232, 77.59607], [12.964732, 77.59857]]",0.7763,44.26,0.0
EDGE_1181_44180,"[[12.960772, 77.59445], [12.963272, 77.59695], [12.965772, 77.59945]]",0.7763,44.26,0.0
EDGE_1182_44181,"[[12.960128, 77.59385], [12.962628, 77.59635], [12.965128, 77.59885]]",0.7763,44.26,0.0
EDGE_1183_44182,"[[12.961499, 77.594376], [12.963999, 77.596876], [12.966499, 77.599376]]",0.7763,44.26,0.0
EDGE_1184_44183,"[[12.9581175, 77.59662], [12.9606175, 77.59912], [12.9631175, 77.60162]]",0.7763,44.26,0.0
EDGE_1185_44184,"[[12.958386, 77.597046], [12.960886, 77.599546], [12.963386, 77.602046]]",0.7763,44.26,0.0
EDGE_1186_44185,"[[12.957792, 77.59695], [12.960292, 77.59945], [12.962792, 77.60195]]",0.7763,44.26,0.0
EDGE_1187_44186,"[[12.958008, 77.59731], [12.960508, 77.59981], [12.963008, 77.60231]]",0.7763,44.26,0.0
EDGE_1188_44187,"[[12.959212, 77.59734], [12.961712, 77.59984], [12.964212, 77.60234]]",0.7763,44.26,0.0
EDGE_1189_44188,"[[12.960317, 77.59747], [12.962817, 77.59997], [12.965317, 77.60247]]",0.7763,44.26,0.0
EDGE_1190_44189,"[[12.960996, 77.59483], [12.963496, 77.59733], [12.965996, 77.59983]]",0.7763,44.26,0.0
EDGE_1191_44190,"[[12.959414, 77.59463], [12.961914, 77.59713], [12.964414, 77.59963]]",0.7763,44.26,0.0
EDGE_1192_44191,"[[12.957361, 77.594765], [12.959861, 77.597265], [12.962361, 77.599765]]",0.7763,44.26,0.0
EDGE_1193_44192,"[[12.958236, 77.593124], [12.960736, 77.595624], [12.963236, 77.598124]]",0.7763,44.26,0.0
EDGE_1194_44193,"[[12.958352, 77.59348], [12.960868, 77.595965], [12.963384, 77.59845]]",0.7766,43.91,0.0
EDGE_1195_44194,"[[12.957859, 77.594986], [12.960359, 77.597486], [12.962859, 77.599986]]",0.7763,44.26,0.0
EDGE_1196_44195,"[[12.957857, 77.59927], [12.960357, 77.60177], [12.962857, 77.60427]]",0.7763,44.26,0.0
EDGE_1197_44196,"[[12.957776, 77.59892], [12.960276, 77.60142], [12.962776, 77.60392]]",0.7763,44.26,0.0
EDGE_1198_44197,"[[12.9577055, 77.599396], [12.9602055, 77.601896], [12.9627055, 77.604396]]",0.7763,44.26,0.0
EDGE_1199_44198,"[[12.956474, 77.59611], [12.958974, 77.59861], [12.961474, 77.60111]]",0.7763,44.26,0.0
EDGE_44199_44200,"[[12.956983, 77.595535], [12.959483, 77.598035], [12.961983, 77.600535]]",0.7763,44.26,0.0
EDGE_1201_44201,"[[12.960423, 77.59614], [12.962923, 77.59864], [12.965423, 77.60114]]",0.7763,44.26,0.0
EDGE_1202_44202,"[[12.958982, 77.59516], [12.961482, 77.59766], [12.963982, 77.60016]]",0.7763,44.26,0.0
EDGE_1203_44203,"[[12.958753, 77.596375], [12.961253, 77.598875], [12.963753, 77.601375]]",0.7763,44.26,0.0
EDGE_1204_44204,"[[12.957155, 77.59602], [12.959655, 77.59852], [12.962155, 77.60102]]",0.7763,44.26,0.0
EDGE_1205_44205,"[[12.956775, 77.59932], [12.959275, 77.60182], [12.961775, 77.60432]]",0.7763,44.26,0.0
EDGE_1206_44206,"[[12.956212, 77.59766], [12.958712, 77.60016], [12.961212, 77.60266]]",0.7763,44.26,0.0
EDGE_1207_44207,"[[12.955844, 77.59988], [12.958346, 77.6024], [12.960848, 77.60492]]",0.7797,44.47,0.0
EDGE_1208_44208,"[[12.955557, 77.59978], [12.958057, 77.60228], [12.960557, 77.60478]]",0.7763,44.26,0.0
EDGE_1209_44209,"[[12.960744, 77.599495], [12.963244, 77.601995], [12.965744, 77.604495]]",0.7763,44.26,0.0
EDGE_1210_44210,"[[12.960287, 77.599106], [12.962787, 77.601606], [12.965287, 77.604106]]",0.7763,44.26,0.0
EDGE_1211_44211,"[[12.960346, 77.59942], [12.962846, 77.60192], [12.965346, 77.60442]]",0.7763,44.26,0.0
EDGE_1212_44212,"[[12.957563, 77.59853], [12.960063, 77.60103], [12.962563, 77.60353]]",0.7763,44.26,0.0
EDGE_1213_44213,"[[12.959688, 77.59843], [12.962188, 77.60093], [12.964688, 77.60343]]",0.7763,44.26,0.0
EDGE_1214_44214,"[[12.961913, 77.59754], [12.964413, 77.60004], [12.966913, 77.60254]]",0.7763,44.26,0.0
EDGE_1215_44215,"[[12.960391, 77.59702], [12.962891, 77.59952], [12.965391, 77.60202]]",0.7763,44.26,0.0
EDGE_1216_44216,"[[12.9597645, 77.60049], [12.9622645, 77.60299], [12.9647645, 77.60549]]",0.7763,44.26,0.0
EDGE_1217_44217,"[[12.959257, 77.59996], [12.961757, 77.60246], [12.964257, 77.60496]]",0.7763,44.26,0.0
EDGE_44218_44219,"[[12.958599, 77.599625], [12.961099, 77.602125], [12.963599, 77.604625]]",0.7763,44.26,0.0
EDGE_1219_44220,"[[12.957703, 77.60261], [12.960203, 77.60511], [12.962703, 77.60761]]",0.7763,44.26,0.0
EDGE_1220_44221,"[[12.957979, 77.60205], [12.960479, 77.60455], [12.962979, 77.60705]]",0.7763,44.26,0.0
EDGE_1221_44222,"[[12.957928, 77.60182], [12.960428, 77.60432], [12.962928, 77.60682]]",0.7763,44.26,0.0
EDGE_1222_44223,"[[12.95824, 77.60113], [12.96074, 77.60363], [12.96324, 77.60613]]",0.7763,44.26,0.0
EDGE_1223_44224,"[[12.95808, 77.60136], [12.96058, 77.60386], [12.96308, 77.60636]]",0.7763,44.26,0.0
EDGE_1224_44225,"[[12.958297, 77.600655], [12.960797, 77.603155], [12.963297, 77.605655]]",0.7763,44.26,0.0
EDGE_1225_44226,"[[12.957381, 77.59966], [12.959881, 77.60216], [12.962381, 77.60466]]",0.7763,44.26,0.0
EDGE_44227_44228,"[[12.960065, 77.6005], [12.962565, 77.603], [12.965065, 77.6055]]",0.7763,44.26,0.0
EDGE_1227_44229,"[[12.959896, 77.60105], [12.962396, 77.60355], [12.964896, 77.60605]]",0.7763,44.26,0.0
EDGE_1228_44230,"[[12.957271, 77.601814], [12.959771, 77.604314], [12.962271, 77.606814]]",0.7763,44.26,0.0
EDGE_1229_44231,"[[12.95733, 77.60133], [12.95983, 77.60383], [12.96233, 77.60633]]",0.7763,44.26,0.0
EDGE_1230_44232,"[[12.95693, 77.60259], [12.95943, 77.60509], [12.96193, 77.60759]]",0.7763,44.26,0.0
EDGE_1231_44233,"[[12.957503, 77.600784], [12.960003, 77.603284], [12.962503, 77.605784]]",0.7763,44.26,0.0
EDGE_1232_44234,"[[12.957584, 77.60171], [12.960084, 77.60421], [12.962584, 77.60671]]",0.7763,44.26,0.0
EDGE_1233_44235,"[[12.957947, 77.60056], [12.960447, 77.60306], [12.962947, 77.60556]]",0.7763,44.26,0.0
EDGE_1234_44236,"[[12.956437, 77.602234], [12.958937, 77.604734], [12.961437, 77.607234]]",0.7763,44.26,0.0
EDGE_1235_44237,"[[12.956341, 77.602905], [12.958841, 77.605405], [12.961341, 77.607905]]",0.7763,44.26,0.0
EDGE_1236_44238,"[[12.955784, 77.60169], [12.958284, 77.60419], [12.960784, 77.60669]]",0.7763,44.26,0.0
EDGE_1237_44239,"[[12.956366, 77.59883], [12.958866, 77.60133], [12.961366, 77.60383]]",0.7763,44.26,0.0
EDGE_1238_44240,"[[12.959546, 77.59676], [12.962046, 77.59926], [12.964546, 77.60176]]",0.7763,44.26,0.0
EDGE_1239_44241,"[[12.957164, 77.59927], [12.959664, 77.60177], [12.962164, 77.60427]]",0.7763,44.26,0.0
EDGE_1240_44242,"[[12.958403, 77.59827], [12.960903, 77.60077], [12.963403, 77.60327]]",0.7763,44.26,0.0
EDGE_1241_44243,"[[12.959022, 77.59837], [12.961522, 77.60087], [12.964022, 77.60337]]",0.7763,44.26,0.0
EDGE_1242_44244,"[[12.957773, 77.59815], [12.960273, 77.60065], [12.962773, 77.60315]]",0.7763,44.26,0.0
EDGE_1243_44245,"[[12.958241, 77.59914], [12.960741, 77.60164], [12.963241, 77.60414]]",0.7763,44.26,0.0
EDGE_1244_44246,"[[12.957588, 77.603226], [12.960088, 77.605726], [12.962588, 77.608226]]",0.7763,44.26,0.0
EDGE_1245_44247,"[[12.957351, 77.60265], [12.959851, 77.60515], [12.962351, 77.60765]]",0.7763,44.26,0.0
EDGE_1246_44248,"[[12.960535, 77.6011], [12.963035, 77.6036], [12.965535, 77.6061]]",0.7763,44.26,0.0
EDGE_1247_44249,"[[12.961696, 77.59716], [12.964196, 77.59966], [12.966696, 77.60216]]",0.7763,44.26,0.0
EDGE_1248_44250,"[[12.96162, 77.59755], [12.96412, 77.60005], [12.96662, 77.60255]]",0.7763,44.26,0.0
EDGE_1249_44251,"[[12.961303, 77.59747], [12.963803, 77.59997], [12.966303, 77.60247]]",0.7763,44.26,0.0
EDGE_1250_44252,"[[12.961441, 77.59694], [12.963941, 77.59944], [12.966441, 77.60194]]",0.7763,44.26,0.0
EDGE_44253_44254,"[[12.960555, 77.597404], [12.963055, 77.599904], [12.965555, 77.602404]]",0.7763,44.26,0.0
EDGE_1252_44255,"[[12.960731, 77.59675], [12.963231, 77.59925], [12.965731, 77.60175]]",0.7763,44.26,0.0
EDGE_1253_44256,"[[12.96067, 77.597694], [12.96317, 77.600194], [12.96567, 77.602694]]",0.7763,44.26,0.0
EDGE_1254_44257,"[[12.961106, 77.59755], [12.963606, 77.60005], [12.966106, 77.60255]]",0.7763,44.26,0.0
EDGE_1255_44258,"[[12.961439, 77.597626], [12.963939, 77.600126], [12.966439, 77.602626]]",0.7763,44.26,0.0
EDGE_1256_44259,"[[12.958741, 77.59697], [12.961241, 77.59947], [12.963741, 77.60197]]",0.7763,44.26,0.0
EDGE_1257_44260,"[[12.956153, 77.59927], [12.958653, 77.60177], [12.961153, 77.60427]]",0.7763,44.26,0.0
EDGE_1258_44261,"[[12.955696, 77.59916], [12.958196, 77.60166], [12.960696, 77.60416]]",0.7763,44.26,0.0
EDGE_1259_44262,"[[12.957785, 77.6144], [12.960285, 77.6169], [12.962785, 77.6194]]",0.7763,44.26,0.0
EDGE_1260_44263,"[[12.961981, 77.61784], [12.964481, 77.62034], [12.966981, 77.62284]]",0.7763,44.26,0.0
EDGE_44264_44265,"[[12.960985, 77.61782], [12.963485, 77.62032], [12.965985, 77.62282]]",0.7763,44.26,0.0
EDGE_1262_44266,"[[12.957305, 77.618774], [12.959805, 77.621274], [12.962305, 77.623774]]",0.7763,44.26,0.0
EDGE_1263_44267,"[[12.956644, 77.618996], [12.959144, 77.621496], [12.961644, 77.623996]]",0.7763,44.26,0.0
EDGE_1264_44268,"[[12.959138, 77.61645], [12.961638, 77.61895], [12.964138, 77.62145]]",0.7763,44.26,0.0
EDGE_1265_44269,"[[12.959117, 77.61662], [12.961617, 77.61912], [12.964117, 77.62162]]",0.7763,44.26,0.0
EDGE_1266_44270,"[[12.959053, 77.61843], [12.961553, 77.62093], [12.964053, 77.62343]]",0.7763,44.26,0.0
EDGE_44271_44272,"[[12.958133, 77.618645], [12.960633, 77.621145], [12.963133, 77.623645]]",0.7763,44.26,0.0
EDGE_44273_44274,"[[12.958255, 77.61883], [12.960755, 77.62133], [12.963255, 77.62383]]",0.7763,44.26,0.0
EDGE_1269_44275,"[[12.95832, 77.61781], [12.96082, 77.62031], [12.96332, 77.62281]]",0.7763,44.26,0.0
EDGE_1270_44276,"[[12.957058, 77.61651], [12.959558, 77.61901], [12.962058, 77.62151]]",0.7763,44.26,0.0
EDGE_44277_44278,"[[12.957055, 77.616905], [12.959555, 77.619405], [12.962055, 77.621905]]",0.7763,44.26,0.0
EDGE_1272_44279,"[[12.956929, 77.616], [12.959429, 77.6185], [12.961929, 77.621]]",0.7763,44.26,0.0
EDGE_1273_44280,"[[12.955814, 77.61602], [12.958314, 77.61852], [12.960814, 77.62102]]",0.7763,44.26,0.0
EDGE_1274_44281,"[[12.955843, 77.61571], [12.958343, 77.61821], [12.960843, 77.62071]]",0.7763,44.26,0.0
EDGE_1275_44282,"[[12.9555855, 77.61687], [12.9580855, 77.61937], [12.9605855, 77.62187]]",0.7763,44.26,0.0
EDGE_1276_44283,"[[12.957019, 77.614784], [12.959519, 77.617284], [12.962019, 77.619784]]",0.7763,44.26,0.0
EDGE_1277_44284,"[[12.955791, 77.61469], [12.958291, 77.61719], [12.960791, 77.61969]]",0.7763,44.26,0.0
EDGE_1278_44285,"[[12.956521, 77.61535], [12.959021, 77.61785], [12.961521, 77.62035]]",0.7763,44.26,0.0
EDGE_1279_44286,"[[12.956212, 77.615326], [12.958712, 77.617826], [12.961212, 77.620326]]",0.7763,44.26,0.0
EDGE_1280_44287,"[[12.956804, 77.61538], [12.959304, 77.61788], [12.961804, 77.62038]]",0.7763,44.26,0.0
EDGE_1281_44288,"[[12.955873, 77.6167], [12.958373, 77.6192], [12.960873, 77.6217]]",0.7763,44.26,0.0
EDGE_1282_44289,"[[12.956778, 77.616295], [12.959278, 77.618795], [12.961778, 77.621295]]",0.7763,44.26,0.0
EDGE_1283_44290,"[[12.955492, 77.61508], [12.957992, 77.61758], [12.960492, 77.62008]]",0.7763,44.26,0.0
EDGE_1284_44291,"[[12.955597, 77.6155], [12.958097, 77.618], [12.960597, 77.6205]]",0.7763,44.26,0.0
EDGE_1285_44292,"[[12.954978, 77.61564], [12.957478, 77.61814], [12.959978, 77.62064]]",0.7763,44.26,0.0
EDGE_1286_44293,"[[12.957241, 77.61565], [12.959741, 77.61815], [12.962241, 77.62065]]",0.7763,44.26,0.0
EDGE_1287_44294,"[[12.957309, 77.61532], [12.959809, 77.61782], [12.962309, 77.62032]]",0.7763,44.26,0.0
EDGE_1288_44295,"[[12.954764, 77.61402], [12.957264, 77.61652], [12.959764, 77.61902]]",0.7763,44.26,0.0
EDGE_1289_44296,"[[12.953646, 77.613525], [12.956146, 77.616025], [12.958646, 77.618525]]",0.7763,44.26,0.0
EDGE_44297_44298,"[[12.953835, 77.613365], [12.956335, 77.615865], [12.958835, 77.618365]]",0.7763,44.26,0.0
EDGE_1291_44299,"[[12.953767, 77.61314], [12.956267, 77.61564], [12.958767, 77.61814]]",0.7763,44.26,0.0
EDGE_44300_44301,"[[12.953165, 77.61419], [12.955665, 77.61669], [12.958165, 77.61919]]",0.7763,44.26,0.0
EDGE_1293_44302,"[[12.95346, 77.6143], [12.95596, 77.6168], [12.95846, 77.6193]]",0.7763,44.26,0.0
EDGE_1294_44303,"[[12.953623, 77.61734], [12.956123, 77.61984], [12.958623, 77.62234]]",0.7763,44.26,0.0
EDGE_1295_44304,"[[12.953754, 77.61679], [12.956254, 77.61929], [12.958754, 77.62179]]",0.7763,44.26,0.0
EDGE_1296_44305,"[[12.95632, 77.61252], [12.95882, 77.61502], [12.96132, 77.61752]]",0.7763,44.26,0.0
EDGE_1297_44306,"[[12.95661, 77.613815], [12.95911, 77.616315], [12.96161, 77.618815]]",0.7763,44.26,0.0
EDGE_44307_44308,"[[12.955465, 77.61277], [12.957965, 77.61527], [12.960465, 77.61777]]",0.7763,44.26,0.0
EDGE_1299_44309,"[[12.954768, 77.61278], [12.957268, 77.61528], [12.959768, 77.61778]]",0.7763,44.26,0.0
EDGE_1300_44310,"[[12.954762, 77.612114], [12.957262, 77.614614], [12.959762, 77.617114]]",0.7763,44.26,0.0
EDGE_1301_44311,"[[12.954299, 77.61327], [12.956799, 77.61577], [12.959299, 77.61827]]",0.7763,44.26,0.0
EDGE_1302_44312,"[[12.954567, 77.61349], [12.957067, 77.61599], [12.959567, 77.61849]]",0.7763,44.26,0.0
EDGE_1303_44313,"[[12.955035, 77.61377], [12.957535, 77.61627], [12.960035, 77.61877]]",0.7763,44.26,0.0
EDGE_1304_44314,"[[12.957397, 77.61408], [12.959897, 77.61658], [12.962397, 77.61908]]",0.7763,44.26,0.0
EDGE_1305_44315,"[[12.957187, 77.61374], [12.959687, 77.61624], [12.962187, 77.61874]]",0.7763,44.26,0.0
EDGE_1306_44316,"[[12.956667, 77.61322], [12.959167, 77.61572], [12.961667, 77.61822]]",0.7763,44.26,0.0
EDGE_1307_44317,"[[12.956492, 77.61316], [12.958992, 77.61566], [12.961492, 77.61816]]",0.7763,44.26,0.0
EDGE_1308_44318,"[[12.96019, 77.612434], [12.96269, 77.614934], [12.96519, 77.617434]]",0.7763,44.26,0.0
EDGE_1309_44319,"[[12.960749, 77.61282], [12.963249, 77.61532], [12.965749, 77.61782]]",0.7763,44.26,0.0
EDGE_1310_44320,"[[12.960783, 77.6139], [12.963283, 77.6164], [12.965783, 77.6189]]",0.7763,44.26,0.0
EDGE_1311_44321,"[[12.959106, 77.61384], [12.961606, 77.61634], [12.964106, 77.61884]]",0.7763,44.26,0.0
EDGE_1312_44322,"[[12.959468, 77.61356], [12.961968, 77.61606], [12.964468, 77.61856]]",0.7763,44.26,0.0
EDGE_1313_44323,"[[12.961028, 77.614204], [12.963528, 77.616704], [12.966028, 77.619204]]",0.7763,44.26,0.0
EDGE_1314_44324,"[[12.960997, 77.61484], [12.963497, 77.61734], [12.965997, 77.61984]]",0.7763,44.26,0.0
EDGE_1315_44325,"[[12.960269, 77.61395], [12.962769, 77.61645], [12.965269, 77.61895]]",0.7763,44.26,0.0
EDGE_1316_44326,"[[12.958811, 77.61473], [12.961311, 77.61723], [12.963811, 77.61973]]",0.7763,44.26,0.0
EDGE_1317_44327,"[[12.95964, 77.61565], [12.96214, 77.61815], [12.96464, 77.62065]]",0.7763,44.26,0.0
EDGE_1318_44328,"[[12.960881, 77.616516], [12.963381, 77.619016], [12.965881, 77.621516]]",0.7763,44.26,0.0
EDGE_1319_44329,"[[12.960646, 77.615486], [12.963146, 77.617986], [12.965646, 77.620486]]",0.7763,44.26,0.0
EDGE_1320_44330,"[[12.960124, 77.61442], [12.962624, 77.61692], [12.965124, 77.61942]]",0.7763,44.26,0.0
EDGE_1321_44331,"[[12.960617, 77.61446], [12.963117, 77.61696], [12.965617, 77.61946]]",0.7763,44.26,0.0
EDGE_1322_44332,"[[12.960161, 77.61403], [12.962661, 77.61653], [12.965161, 77.61903]]",0.7763,44.26,0.0
EDGE_1323_44333,"[[12.960041, 77.61421], [12.962541, 77.61671], [12.965041, 77.61921]]",0.7763,44.26,0.0
EDGE_1324_44334,"[[12.960064, 77.614914], [12.962564, 77.617414], [12.965064, 77.619914]]",0.7763,44.26,0.0
EDGE_1325_44335,"[[12.959434, 77.61515], [12.961934, 77.61765], [12.964434, 77.62015]]",0.7763,44.26,0.0
EDGE_1326_44336,"[[12.959928, 77.61518], [12.962428, 77.61768], [12.964928, 77.62018]]",0.7763,44.26,0.0
EDGE_1327_44337,"[[12.960347, 77.615204], [12.962847, 77.617704], [12.965347, 77.620204]]",0.7763,44.26,0.0
EDGE_1328_44338,"[[12.957851, 77.6163], [12.960351, 77.6188], [12.962851, 77.6213]]",0.7763,44.26,0.0
EDGE_1329_44339,"[[12.957747, 77.616], [12.960247, 77.6185], [12.962747, 77.621]]",0.7763,44.26,0.0
EDGE_1330_44340,"[[12.957331, 77.61597], [12.959831, 77.61847], [12.962331, 77.62097]]",0.7763,44.26,0.0
EDGE_1331_44341,"[[12.958464, 77.61493], [12.960964, 77.61743], [12.963464, 77.61993]]",0.7763,44.26,0.0
EDGE_1332_44342,"[[12.958566, 77.61614], [12.961066, 77.61864], [12.963566, 77.62114]]",0.7763,44.26,0.0
EDGE_1333_44343,"[[12.958433, 77.615776], [12.960933, 77.618276], [12.963433, 77.620776]]",0.7763,44.26,0.0
EDGE_1334_44344,"[[12.959924, 77.61628], [12.962424, 77.61878], [12.964924, 77.62128]]",0.7763,44.26,0.0
EDGE_1335_44345,"[[12.959832, 77.61607], [12.962332, 77.61857], [12.964832, 77.62107]]",0.7763,44.26,0.0
EDGE_1336_44346,"[[12.959954, 77.61586], [12.962454, 77.61836], [12.964954, 77.62086]]",0.7763,44.26,0.0
EDGE_1337_44347,"[[12.961613, 77.612686], [12.964113, 77.615186], [12.966613, 77.617686]]",0.7763,44.26,0.0
EDGE_1338_44348,"[[12.961311, 77.61298], [12.963811, 77.61548], [12.966311, 77.61798]]",0.7763,44.26,0.0
EDGE_1339_44349,"[[12.960866, 77.612625], [12.963366, 77.615125], [12.965866, 77.617625]]",0.7763,44.26,0.0
EDGE_1340_44350,"[[12.961235, 77.614006], [12.963735, 77.616506], [12.966235, 77.619006]]",0.7763,44.26,0.0
EDGE_1341_44351,"[[12.960952, 77.613045], [12.963452, 77.615545], [12.965952, 77.618045]]",0.7763,44.26,0.0
EDGE_44352_44353,"[[12.960805, 77.61342], [12.963305, 77.61592], [12.965805, 77.61842]]",0.7763,44.26,0.0
EDGE_1343_44354,"[[12.955759, 77.61337], [12.958259, 77.61587], [12.960759, 77.61837]]",0.7763,44.26,0.0
EDGE_1344_44355,"[[12.953181, 77.6203], [12.955681, 77.6228], [12.958181, 77.6253]]",0.7763,44.26,0.0
EDGE_1345_44356,"[[12.96194, 77.6127], [12.96444, 77.6152], [12.96694, 77.6177]]",0.7763,44.26,0.0
EDGE_1346_44357,"[[12.953059, 77.61457], [12.955559, 77.61707], [12.958059, 77.61957]]",0.7763,44.26,0.0
EDGE_1347_44358,"[[12.952935, 77.6143], [12.955435, 77.6168], [12.957935, 77.6193]]",0.7763,44.26,0.0
EDGE_1348_44359,"[[12.953143, 77.61388], [12.955643, 77.61638], [12.958143, 77.61888]]",0.7763,44.26,0.0
EDGE_1349_44360,"[[12.959911, 77.618225], [12.962411, 77.620725], [12.964911, 77.623225]]",0.7763,44.26,0.0
EDGE_1350_44361,"[[12.959962, 77.61712], [12.962462, 77.61962], [12.964962, 77.62212]]",0.7763,44.26,0.0
EDGE_1351_44362,"[[12.960929, 77.61697], [12.963429, 77.61947], [12.965929, 77.62197]]",0.7763,44.26,0.0
EDGE_1352_44363,"[[12.959992, 77.616875], [12.962492, 77.619375], [12.964992, 77.621875]]",0.7763,44.26,0.0
EDGE_1353_44364,"[[12.960914, 77.61674], [12.963414, 77.61924], [12.965914, 77.62174]]",0.7763,44.26,0.0
EDGE_1354_44365,"[[12.960015, 77.61749], [12.962515, 77.61999], [12.965015, 77.62249]]",0.7763,44.26,0.0
EDGE_1355_44366,"[[12.956671, 77.618], [12.959171, 77.6205], [12.961671, 77.623]]",0.7763,44.26,0.0
EDGE_1356_44367,"[[12.9562845, 77.61936], [12.9587845, 77.62186], [12.9612845, 77.62436]]",0.7763,44.26,0.0
EDGE_1357_44368,"[[12.955057, 77.61941], [12.957557, 77.62191], [12.960057, 77.62441]]",0.7763,44.26,0.0
EDGE_1358_44369,"[[12.955261, 77.61934], [12.957761, 77.62184], [12.960261, 77.62434]]",0.7763,44.26,0.0
EDGE_1359_44370,"[[12.95558, 77.620056], [12.95808, 77.622556], [12.96058, 77.625056]]",0.7763,44.26,0.0
EDGE_1360_44371,"[[12.95546, 77.61982], [12.95796, 77.62232], [12.96046, 77.62482]]",0.7763,44.26,0.0
EDGE_1361_44372,"[[12.95577, 77.62021], [12.95827, 77.62271], [12.96077, 77.62521]]",0.7763,44.26,0.0
EDGE_44373_44374,"[[12.95485, 77.620125], [12.95735, 77.622625], [12.95985, 77.625125]]",0.7763,44.26,0.0
EDGE_1363_44375,"[[12.954488, 77.62034], [12.956988, 77.62284], [12.959488, 77.62534]]",0.7763,44.26,0.0
EDGE_1364_44376,"[[12.960213, 77.60149], [12.962713, 77.60399], [12.965213, 77.60649]]",0.7763,44.26,0.0
EDGE_1365_44377,"[[12.961797, 77.60315], [12.964297, 77.60565], [12.966797, 77.60815]]",0.7763,44.26,0.0
EDGE_1366_44378,"[[12.95407, 77.61906], [12.95657, 77.62156], [12.95907, 77.62406]]",0.7763,44.26,0.0
EDGE_1367_44379,"[[12.961818, 77.61447], [12.964318, 77.61697], [12.966818, 77.61947]]",0.7763,44.26,0.0
EDGE_1368_44380,"[[12.9560175, 77.59962], [12.9585175, 77.60212], [12.9610175, 77.60462]]",0.7763,44.26,0.0
EDGE_1369_44381,"[[12.954469, 77.59972], [12.956969, 77.60222], [12.959469, 77.60472]]",0.7763,44.26,0.0
